ID;L - HOMO;L - LUMO;L - Q(L);L2Ni - A(L,Ni,L);L2Ni - BO(Ni,L);L2Ni - Bur_V;L2Ni - HOMO;L2Ni - LUMO;L2Ni - Q(Ni);L2Ni - R(Ni,L);L2Ni - Sterimol_B1(Ni,P);L2Ni - Sterimol_B5(Ni,P);L2Ni - Sterimol_L(Ni,P);L2Ni - dQ(L);L2NiX - A(L,Ni,C);L2NiX - A(L,Ni,L);L2NiX - BO(Ni,L);L2NiX - Bur_V;L2NiX - HOMO;L2NiX - LUMO;L2NiX - R(Ni,C);L2NiX - R(Ni,L);L2NiX - SD(L);L2NiX - Sterimol_B1(Ni,C);L2NiX - Sterimol_B1(Ni,P);L2NiX - Sterimol_B5(Ni,C);L2NiX - Sterimol_B5(Ni,P);L2NiX - Sterimol_L(Ni,C);L2NiX - Sterimol_L(Ni,P);L2NiX - dBO(Ni,C);L2NiX - dQ(C);L2NiX - dQ(L);L2NiX - dQ(Ni);L2NiX - dSD(C);L2NiX - dSD(Ni);L2NiX TO L2Ni + X;L2NiX TO L2NiX2 + L2Ni;L2NiX2 - A(C,Ni,C);L2NiX2 - A(L,Ni,L);L2NiX2 - BO(Ni,L);L2NiX2 - Bur_V;L2NiX2 - HOMO;L2NiX2 - LUMO;L2NiX2 - R(Ni,C);L2NiX2 - R(Ni,L);L2NiX2 - Sterimol_B1(Ni,P);L2NiX2 - Sterimol_B5(Ni,P);L2NiX2 - Sterimol_L(Ni,P);L2NiX2 - dBO(Ni,C);L2NiX2 - dQ(L);L2NiX2 - dQ(Ni);L2NiX2 TO L2Ni + X2;Substituent;Backbone
82;-0.18038;-0.05546;0.8087;138.1530559;0.7909;66.49539923;-0.10563;-0.05776;-0.30561;2.112897213;4.256662882;9.025678917;7.716780623;0.15321;123.5038678;111.7809707;0.6756;82.25041617;-0.14224;-0.06447;1.980392518;2.28317222;0.062275;1.700000048;4.638414282;3.262755605;9.015437387;7.426622701;7.529597561;0.0406;0.07369;0.207885;-0.57451;0.04878;-0.22581;44.91963819;17.26341314;83.17322601;105.9808204;0.64235;93.84473778;-0.14304;-0.067;1.897325408;2.357740545;4.84178236;9.04687743;7.836683429;-0.0059;0.28108;-0.72273;-22.63426673;Cy;sixantphos
83;-0.21708;-0.08306;0.647325;135.5649308;0.7716;61.76285972;-0.15122;-0.08534;-0.07061;2.069203184;3.609144275;8.950960636;7.419533835;0.0554;120.5278841;112.7048417;0.67365;78.66219142;-0.17518;-0.08789;1.944918639;2.230780619;0.051975;1.700000048;3.556180783;3.320430681;8.674078562;7.345595583;6.752565412;0.0652;0.10506;0.11549;-0.51263;0.07245;-0.25281;31.55556892;-3.580569061;79.65558713;104.1381499;0.72095;91.13265402;-0.17331;-0.08934;1.906494931;2.219743293;3.571386325;8.855045907;7.570531;0.0101;0.266265;-0.83951;-28.51842307;CF3;sixantphos
84;-0.19936;-0.06738;1.312495;128.2498964;0.8373;59.48613202;-0.1353;-0.06982;-0.30066;2.078719497;3.114309228;8.981851976;6.820196932;0.1535;127.3446434;103.4708773;0.7332;75.36023676;-0.15826;-0.07382;1.970249644;2.24421626;0.06471;1.700000048;3.563014504;3.40353668;8.902368287;7.397730309;6.632794329;0.083;0.07351;0.27119;-0.74674;0.05127;-0.23122;42.60161819;6.27634976;82.00605052;101.5997398;0.777;89.42596086;-0.15118;-0.07465;1.913094272;2.199602176;3.059181518;8.90418711;7.106074426;0.03025;0.44754;-1.06121;-16.28324334;OMe;sixantphos
85;-0.20696;-0.0732;1.344385;127.4384875;0.88945;80.74494033;-0.14901;-0.07705;-0.44988;2.076879887;5.03946423;8.982542097;7.235554682;0.179465;125.2698769;108.9702533;0.71725;88.97431811;-0.16493;-0.08278;1.974562625;2.253891526;0.0496;1.700000048;5.341229043;3.322656224;8.852169369;7.375689445;7.757704045;0.0536;0.05851;0.219675;-0.66249;0.04915;-0.23878;33.93633987;-5.365206003;78.66778979;110.4299383;0.76485;95.03415417;-0.16632;-0.08076;1.906433283;2.215207121;3.852604859;8.861489618;8.37646034;0.004;0.36739;-0.94304;-21.97224423;OPh;sixantphos
86;-0.18852;-0.06272;1.326635;137.7014736;0.8385;77.5470396;-0.12771;-0.06533;-0.39738;2.083120901;4.257280463;9.014599647;7.376990331;0.16411;126.104068;104.6669532;0.7248;83.4362829;-0.14899;-0.06769;1.972005999;2.240327809;0.068285;1.700000048;4.121653439;3.245986742;8.884412237;7.410322113;7.100720073;0.0479;0.08632;0.27488;-0.73222;0.05406;-0.26685;45.72661537;6.542413776;171.3910212;152.3982506;0.7919;94.86718068;-0.15772;-0.06645;1.936494566;2.146001023;4.36647525;8.997545296;7.155789076;0.0544;0.507375;-1.07598;-10.299313;OiPr;sixantphos
87;-0.20858;-0.07764;0.880555;124.8770607;0.7835;69.76700773;-0.14093;-0.07427;-0.0044;2.074570153;4.286928364;8.981455668;8.408155416;0.044165;126.0046007;105.948486;0.59305;82.43298035;-0.16134;-0.08241;1.989661289;2.353827377;0.04338;1.700000048;4.953411019;3.411046659;8.937344106;7.371950138;8.223716911;0.0324;0.03047;0.104125;-0.37812;0.02645;-0.16858;29.80670002;-5.016938246;76.68181717;100.9774958;0.6554;94.46418923;-0.15828;-0.08825;1.905706521;2.309781589;5.366227182;8.926790312;8.069531803;-0.01625;0.223735;-0.71776;-30.57979169;C6F5;sixantphos
88;-0.19159;-0.0498;0.77709;135.614144;0.7524;54.53253882;-0.11031;-0.05099;-0.2796;2.116889068;2.844534287;7.53460045;6.408303725;0.157465;127.5463772;104.8213895;0.6707;69.44016009;-0.14741;-0.05865;1.978437007;2.289062535;0.062965;1.700000048;2.989567321;3.391803632;7.762740638;7.417712603;6.952432614;0.0861;0.06259;0.22352;-0.59646;0.03518;-0.20247;44.18043203;-0.870355641;83.65107787;101.2286617;0.72885;86.15435237;-0.14545;-0.05953;1.904129601;2.243470718;2.995893849;7.498381691;6.686229469;0.03035;0.387615;-0.86553;-5.978910268;Me;dpephos
89;-0.18666;-0.05262;0.778595;149.069737;0.79325;69.74327369;-0.10231;-0.05591;-0.34774;2.128430275;3.580144327;7.53847327;6.782209404;0.154915;126.38593;107.2175983;0.6918;85.75504978;-0.14913;-0.05714;1.986543758;2.288351422;0.060195;1.700000048;3.973493744;3.255793001;7.805413275;7.414288345;7.085480615;0.0615;0.04256;0.21255;-0.56194;0.00298;-0.20529;44.1321138;6.123864958;160.2642196;146.9227985;0.7088;95.91370564;-0.14401;-0.06037;1.93651483;2.219792547;3.862117044;7.55766301;6.807498381;0.0301;0.444065;-0.87537;-13.06976733;i-Pr;dpephos
90;-0.19271;-0.05641;0.813065;130.7727022;0.77875;63.12551372;-0.12033;-0.05863;-0.16826;2.109529042;4.008998677;7.50857179;7.521212948;0.12012;128.0267016;103.9322169;0.66635;79.58252924;-0.15081;-0.06699;1.976304179;2.282902953;0.062005;1.700000048;4.344032381;3.361729705;7.769975633;7.414781125;7.359576145;0.0617;0.06273;0.199385;-0.5557;0.03804;-0.22452;42.65181895;6.52672604;79.7099314;101.5897982;0.6803;91.33289693;-0.15086;-0.07024;1.904785006;2.280667821;4.390383936;7.915234704;7.754055942;0.00345;0.317855;-0.79409;-16.43321811;Ph;dpephos
91;-0.18403;-0.05652;0.788275;157.7216621;0.7863;78.37842697;-0.09718;-0.05501;-0.36768;2.135176978;3.891391045;7.430510679;6.71983421;0.16111;111.8739329;134.55214;0.65465;90.81179209;-0.13184;-0.06095;1.998248043;2.317171028;0.032315;1.700000048;3.914709871;3.314564664;7.746001745;7.455211984;7.05967381;-0.0088;0.11034;0.177185;-0.51408;0.1286;-0.23282;39.61341808;16.78838847;148.8393694;147.3670472;0.6528;98.82373545;-0.14507;-0.06379;1.962523188;2.300852719;3.849484419;7.823903432;7.036695811;0.0089;0.39949;-0.77688;-32.77168228;t-Bu;dpephos
92;-0.19009;-0.05111;0.765505;156.1765597;0.7478;62.89408944;-0.10259;-0.05632;-0.39358;2.12521307;2.85440388;7.53722686;6.520110704;0.1824;127.5995354;104.6806713;0.7028;77.64803107;-0.15047;-0.05764;1.986607152;2.286321214;0.06028;1.700000048;3.491997948;3.301653255;7.714990686;7.417544039;6.946246423;0.076;0.04188;0.23069;-0.58219;6.00E-05;-0.19932;43.40608534;-1.164030074;164.4806357;148.6747303;0.73585;92.31879916;-0.14704;-0.06032;1.934803577;2.191318572;3.515436939;7.638832034;6.513796129;0.0437;0.469215;-0.91425;-7.233929217;Et;dpephos
93;-0.18968;-0.05311;0.79532;151.9303114;0.7903;69.11964616;-0.09997;-0.05523;-0.37063;2.127419061;4.796387474;7.493884097;7.054835234;0.171425;125.3857462;107.7421253;0.6691;83.53581274;-0.14317;-0.05769;1.983472223;2.297153478;0.05981;1.700000048;4.715052066;3.373682322;7.805433082;7.424118096;7.191874997;0.0472;0.0597;0.22309;-0.56391;0.02584;-0.21985;46.55681041;13.0547071;83.9220819;104.3527385;0.6475;93.3433301;-0.14335;-0.06338;1.90245351;2.356645109;4.824034914;7.873061567;7.419500871;-0.00135;0.31382;-0.7361;-15.15121625;Cy;dpephos
94;-0.22533;-0.08506;0.63638;126.9095514;0.77765;61.37093487;-0.15111;-0.08069;-0.03369;2.065293055;3.58804573;7.731022613;7.020929199;0.05625;125.4221859;106.2290267;0.68515;78.77083903;-0.17355;-0.08452;1.945310897;2.222771054;0.057875;1.700000048;3.65220073;3.298469112;7.687556523;7.354629476;7.011088406;0.0625;0.10213;0.13557;-0.53118;0.07559;-0.26423;34.05493916;-0.769326616;164.0392269;145.0416338;0.76435;93.48496872;-0.1848;-0.08433;1.938023967;2.146609201;3.500891821;7.701515321;6.757461092;0.04;0.36115;-0.90754;-26.33092504;CF3;dpephos
95;-0.20359;-0.06003;1.328355;124.4350931;0.8254;55.95143065;-0.13438;-0.06389;-0.2517;2.078737877;2.835254187;7.585089741;6.660803706;0.12986;127.8605072;104.212662;0.7351;80.23942619;-0.15989;-0.06978;1.972781112;2.251496817;0.061005;1.700000048;3.363523233;3.390979229;7.810742382;7.394583502;7.043219566;0.0824;0.06403;0.260415;-0.77283;0.02789;-0.25225;36.4357101;-4.543168592;84.41294664;101.3057513;0.77885;90.15343352;-0.16242;-0.07061;1.914269887;2.194565816;3.412261446;7.614093185;6.871595962;0.0385;0.4493;-1.05234;-17.79554118;OMe;dpephos
96;-0.21064;-0.07287;1.35713;124.4288152;0.84275;77.31095203;-0.14488;-0.07164;-0.21965;2.064036521;5.360130451;7.731647111;6.720699027;0.09575;129.6146048;100.7352474;0.73455;88.92051632;-0.16179;-0.07601;1.957570405;2.229274583;0.060675;1.700000048;5.000195644;3.342916829;8.508770254;7.383324995;8.325693231;0.0653;0.09066;0.224875;-0.70397;0.05629;-0.24709;34.74457207;-1.630269613;78.17807461;102.3680781;0.7513;92.66450875;-0.16694;-0.08376;1.914929963;2.245332513;5.622688023;7.885542335;7.218271132;0.00565;0.36159;-0.96837;-24.09071622;OPh;dpephos
97;-0.1926;-0.05578;1.311965;132.2806164;0.82135;68.4514042;-0.12568;-0.06135;-0.32666;2.086455772;3.697006663;7.650533852;7.570834553;0.17079;127.2817191;105.1855778;0.7287;85.07379238;-0.16124;-0.06356;1.977682683;2.253078731;0.055615;1.700000048;4.262400374;3.268265898;7.798311312;7.41146228;7.247456557;0.0744;0.05672;0.27377;-0.71923;0.02199;-0.23603;46.59257845;10.11670774;161.5146564;139.8486885;0.7874;95.14196656;-0.16619;-0.06439;1.931313058;2.155052884;3.724257229;7.653218526;7.663113659;0.05595;0.50826;-1.05698;-12.14168081;OiPr;dpephos
98;-0.20908;-0.07685;0.872635;125.4983943;0.78185;70.4630206;-0.14097;-0.0731;-0.00628;2.075707504;4.481404165;8.189250963;8.364393797;0.052075;123.7568769;111.927386;0.6688;89.57017473;-0.16699;-0.08411;1.959616842;2.254205852;0.040125;1.700000048;5.000941765;3.426445633;8.506335269;7.358366078;8.23866121;0.062;0.0758;0.12793;-0.4796;0.06028;-0.23255;33.21282144;-12.38327196;78.80005277;101.3488369;0.67385;97.22534189;-0.15748;-0.08257;1.90467579;2.279730963;5.172468046;8.273058166;7.791589214;-0.0181;0.26062;-0.77034;-16.40121512;C6F5;dpephos
99;-0.18499;-0.03626;0.76831;120.2699889;0.7636;51.58241866;-0.11555;-0.04556;-0.24377;2.104073353;2.788697636;8.860649445;6.749949686;0.160655;131.3680409;96.65367172;0.67055;67.09828558;-0.14249;-0.05509;1.976206682;2.284845332;0.06703;1.700000048;2.970172455;3.24753357;8.606891274;7.422126866;7.888146939;0.0816;0.06312;0.241315;-0.60715;0.02944;-0.21299;46.26690103;-0.967619609;85.58411468;94.99415905;0.73665;84.58171128;-0.14573;-0.06117;1.902095574;2.231406015;3.018740378;8.53132927;7.997728574;0.0444;0.411795;-0.88887;-1.708708298;Me;synphos
100;-0.17488;-0.04159;0.770535;125.6334222;0.80805;63.7138534;-0.11183;-0.04499;-0.2533;2.104070202;3.517035742;8.836846161;6.719758441;0.157905;129.6647517;99.45568061;0.68525;80.99292972;-0.14249;-0.05226;1.974992384;2.27127028;0.072;1.700000048;3.674389389;3.284536332;8.623828781;7.417847707;7.504375891;0.0723;0.06769;0.242385;-0.59951;0.01951;-0.2206;49.71067303;16.96597365;81.66791278;96.46170283;0.6965;91.67115918;-0.14452;-0.06349;1.913372047;2.285115321;3.794134073;8.554466633;7.934573801;0.00825;0.37014;-0.82343;-12.75475757;i-Pr;synphos
101;-0.18582;-0.05483;0.812695;119.6065308;0.7916;61.5728482;-0.12292;-0.05613;-0.17614;2.093796381;3.593112509;8.841413132;7.739246427;0.12404;130.2878521;97.16083822;0.6704;78.96050254;-0.14858;-0.06386;1.973228843;2.275468058;0.069835;1.700000048;3.884321267;3.31566746;8.571675345;7.412650391;7.82071114;0.0779;0.06147;0.209795;-0.58112;0.03561;-0.22029;46.59822603;6.261917041;82.31148718;94.4780608;0.6956;91.63239127;-0.14936;-0.06465;1.905266021;2.26078521;4.087768202;8.469279985;8.015817642;0.0158;0.355285;-0.85449;-8.275594944;Ph;synphos
102;-0.17845;-0.03892;0.791095;141.0833494;0.7892;74.73194594;-0.10738;-0.04531;-0.31897;2.110913348;3.852530464;8.854999992;6.763532154;0.150255;124.159476;109.795674;0.66115;88.98260067;-0.13996;-0.05203;1.99435745;2.293202434;0.06286;1.700000048;3.88889349;3.26183583;8.689468682;7.443621499;7.318045127;0.0159;0.06794;0.19164;-0.54854;0.04713;-0.23874;41.03786458;14.43083537;88.93896267;105.1230797;0.6228;97.48286665;-0.14557;-0.06564;1.903721258;2.380631872;3.907497929;8.72624435;7.309482091;-0.01635;0.25554;-0.68732;-27.56523618;t-Bu;synphos
103;-0.1793;-0.03699;0.75713;123.8057273;0.76205;60.11609327;-0.11528;-0.04546;-0.26548;2.106418257;3.332928127;8.858007347;6.61089542;0.170595;130.3650692;98.647054;0.69325;78.9586233;-0.14339;-0.05507;1.977460094;2.284604375;0.06861;1.700000048;3.293588476;3.324441261;8.627005108;7.421639607;7.768597855;0.0701;0.06053;0.24764;-0.61002;0.03465;-0.21426;46.93206107;4.4973604;83.02865095;96.36080798;0.71875;91.63266967;-0.14391;-0.0557;1.898715741;2.247308028;3.373701016;8.573489222;7.593280194;0.02155;0.392445;-0.87042;-5.843368222;Et;synphos
104;-0.17333;-0.04118;0.798045;122.8206683;0.79585;64.26405157;-0.10993;-0.04293;-0.22572;2.109592322;4.378147401;8.743568036;7.960943911;0.153895;129.8967446;99.11619323;0.6824;81.05898134;-0.14039;-0.05183;1.97512988;2.267895738;0.073325;1.700000048;4.654672743;3.287485216;8.596050174;7.413432765;7.766396886;0.067;0.0703;0.251885;-0.60798;0.01698;-0.22673;49.70314291;10.30998066;82.19027588;95.9048946;0.6919;93.83207034;-0.14116;-0.05778;1.904097164;2.272446922;4.661864446;8.635450468;7.736914269;0.0092;0.385105;-0.83829;-6.113824806;Cy;synphos
105;-0.20862;-0.07408;0.62778;113.7114664;0.77255;56.05979986;-0.15476;-0.06907;-0.00537;2.062069709;3.540164631;8.762400168;7.032421715;0.05613;131.02023;96.30289916;0.6704;74.18272219;-0.17077;-0.07848;1.951600209;2.241244538;0.055555;1.700000048;3.661037943;3.313206041;8.561791453;7.368502901;7.925656759;0.0779;0.07586;0.13889;-0.52591;0.0763;-0.24268;32.91538195;-7.286012504;81.02336609;95.79336414;0.7441;88.93722063;-0.17578;-0.08395;1.90007209;2.209138999;3.673285699;8.533643841;7.94943304;0.022;0.279635;-0.85174;-22.09335356;CF3;synphos
106;-0.19162;-0.05194;1.32799;114.1901663;0.82855;52.47324553;-0.1344;-0.05525;-0.22405;2.068696702;2.519075989;8.782615489;6.975890278;0.137505;131.5574565;94.61897591;0.7213;68.93541155;-0.1527;-0.06466;1.968749559;2.240175835;0.066225;1.700000048;2.885129448;3.363480577;8.488025515;7.398783214;7.899181209;0.0882;0.06988;0.265095;-0.69508;0.05077;-0.23482;40.05455724;-3.167667826;83.39901267;93.84465189;0.7713;86.42879024;-0.15846;-0.069;1.905516047;2.190978641;2.973796825;8.435908209;7.997123572;0.0444;0.43661;-1.01406;-11.93334767;OMe;synphos
107;-0.19448;-0.05466;1.34887;113.4138553;0.83315;60.61450808;-0.14564;-0.06502;-0.15783;2.058620281;3.939192019;8.696589496;9.718195391;0.104105;132.6099987;94.61122886;0.7389;86.89337883;-0.16275;-0.07154;1.960780678;2.227408656;0.064045;1.700000048;5.095436527;3.267620605;8.795423636;7.364810015;8.549097583;0.0837;0.0743;0.241225;-0.70747;0.0383;-0.25726;39.73452741;-3.042793441;82.79577021;93.86008877;0.77655;90.02780319;-0.16519;-0.07117;1.909516373;2.186725486;4.214342075;9.004215717;8.788263306;0.0296;0.42127;-1.01347;-12.69828172;OPh;synphos
108;-0.18527;-0.04429;1.32838;115.9257199;0.8334;61.57744189;-0.12992;-0.05021;-0.26848;2.073679197;3.922216061;8.792996127;7.704630774;0.15344;131.9944919;95.99927489;0.7185;78.76130365;-0.15118;-0.05979;1.974586241;2.253322358;0.066705;1.700000048;4.134149142;3.306665739;8.551838812;7.414724464;7.915558228;0.0831;0.07152;0.2842;-0.7377;0.03825;-0.23148;40.81949129;-1.364833105;82.82947829;94.5357786;0.74805;92.4400446;-0.15276;-0.05943;1.906865431;2.225415992;4.261659782;8.527305898;7.927375787;0.02915;0.445115;-1.00469;-12.20631429;OiPr;synphos
109;-0.19665;-0.07548;0.874735;115.5689371;0.7853;69.63330366;-0.13617;-0.07349;0.01288;2.07042459;4.191821388;8.732886991;7.734137639;0.045895;131.605964;96.72335286;0.6608;84.90389564;-0.15544;-0.08147;1.969455133;2.26166163;0.054955;1.700000048;4.616829276;3.299185057;8.610367865;7.344634932;8.199902769;0.0403;0.0703;0.149585;-0.48994;0.06391;-0.24704;40.22586733;-1.994852617;81.84345679;94.63679941;0.6933;96.86647765;-0.15698;-0.08204;1.9029318;2.257975589;4.707009017;8.508765057;8.110798581;0.0054;0.2784;-0.80404;-12.7635427;C6F5;synphos
110;-0.18524;-0.03996;0.772095;121.7806994;0.7644;51.73122621;-0.11741;-0.04817;-0.24072;2.102446702;2.799169036;8.209687437;6.018419814;0.158965;131.2124206;97.11775589;0.67495;67.16197076;-0.1434;-0.0586;1.97502626;2.279137731;0.067195;1.700000048;2.977817598;3.243178829;8.08401623;7.420284741;7.304130936;0.0805;0.06506;0.24056;-0.6108;0.02909;-0.21898;45.61052612;-1.15775498;85.2540986;95.40563933;0.7387;84.52665667;-0.14727;-0.06479;1.901585984;2.229058289;3.019121875;8.032682251;7.385094783;0.04395;0.40703;-0.89124;-2.831322747;Me;segphos
111;-0.1753;-0.045;0.774195;126.9539445;0.8074;63.76577596;-0.11454;-0.04771;-0.25066;2.105069833;3.507773576;8.256737482;6.651218114;0.155125;129.781439;99.98005574;0.6869;81.04972437;-0.14672;-0.05733;1.985093317;2.278781393;0.071835;1.700203879;3.703112031;3.325249844;8.000838802;7.428921694;7.070310233;0.0721;0.05313;0.23304;-0.59559;0.01186;-0.2169;47.08642841;11.44953786;81.88340554;97.14448436;0.698;91.78099001;-0.14643;-0.06653;1.912242881;2.283979448;3.784931344;7.972690356;7.207336817;0.0087;0.36588;-0.82411;-12.48681102;i-Pr;segphos
112;-0.18593;-0.05691;0.814155;119.9707424;0.7906;61.75979726;-0.12436;-0.05705;-0.16932;2.094563804;3.531619;8.128060349;7.749809513;0.123205;129.7423306;97.81977311;0.6711;78.98757744;-0.14998;-0.06434;1.97326867;2.275224427;0.068995;1.700000048;3.796156209;3.311233695;8.092224705;7.411563293;7.683996551;0.0779;0.06214;0.209;-0.57923;0.03634;-0.22073;45.79062134;5.124869876;82.25022069;95.25970705;0.6946;91.43152195;-0.1509;-0.06572;1.90558572;2.262761297;4.05592347;7.941705699;7.431803487;0.0149;0.352815;-0.85139;-8.753757164;Ph;segphos
113;-0.18055;-0.04256;0.79265;142.3484777;0.78725;74.93253685;-0.10965;-0.04721;-0.31372;2.113256897;3.849536607;8.225742032;6.761890807;0.1509;123.7002862;110.8728523;0.66275;89.14797332;-0.1422;-0.05406;1.99342018;2.293172748;0.061815;1.700000048;3.884268224;3.257493398;8.126390987;7.441381075;7.329732318;0.0159;0.06738;0.191585;-0.54823;0.04806;-0.23823;40.61680573;14.58332018;89.1457554;106.0163363;0.61955;97.50353823;-0.14726;-0.06797;1.901474728;2.386275061;3.897545049;8.157409305;7.112137373;-0.0174;0.251115;-0.68094;-28.55983869;t-Bu;segphos
114;-0.17798;-0.0416;0.75816;124.6761403;0.7621;60.30387754;-0.11716;-0.04765;-0.25655;2.106125853;3.32496553;8.19973348;5.896809677;0.169815;130.1344146;99.28774754;0.69745;77.35201679;-0.14475;-0.05758;1.977295291;2.283063158;0.06823;1.700000048;3.399479578;3.311507362;8.101754875;7.420756305;7.211225795;0.0706;0.06212;0.24467;-0.61437;0.03295;-0.21683;44.27518596;-2.053838508;83.09557382;97.660116;0.728;91.80221841;-0.1474;-0.06388;1.902893821;2.239684905;3.313346536;8.05389695;7.406108953;0.02715;0.4027;-0.88433;-4.60591954;Et;segphos
115;-0.17368;-0.04438;0.80199;125.2851182;0.8076;63.63325511;-0.11358;-0.05019;-0.2523;2.102877746;4.364537238;8.213029892;7.664876082;0.156435;130.180818;99.47266237;0.6846;81.37420557;-0.14343;-0.05841;1.988377833;2.278418209;0.072255;1.700000048;4.602621491;3.305279565;8.242446412;7.419200886;7.633565537;0.0611;0.05131;0.23997;-0.60015;0.00213;-0.22829;47.68005237;5.853408375;82.24594994;96.3819659;0.69205;93.89171864;-0.14282;-0.06161;1.905455574;2.27347833;4.647284205;8.04790463;7.437212601;0.00815;0.380925;-0.83766;-5.70343361;Cy;segphos
116;-0.20529;-0.07816;0.624585;114.4642515;0.7723;56.17220594;-0.15706;-0.07115;0.00068;2.062304791;3.523684235;8.12705233;6.342361197;0.058495;131.1089329;96.91854602;0.67545;74.31113656;-0.17131;-0.08029;1.948990609;2.236045963;0.055735;1.700000048;3.654991103;3.247376541;7.82809438;7.367621462;7.165042371;0.0748;0.08083;0.145075;-0.53012;0.07523;-0.25406;32.50059819;-7.375746357;80.74675548;96.41322505;0.7448;88.87680671;-0.17763;-0.08569;1.900498433;2.209255602;3.660426798;7.798192654;7.167225806;0.0203;0.281215;-0.85134;-22.83318723;CF3;segphos
117;-0.19005;-0.05377;1.329965;114.8994285;0.82865;52.54799732;-0.13628;-0.05741;-0.21973;2.068523293;2.540175028;8.132036159;6.574741718;0.134215;131.4099957;94.83884905;0.72405;69.05644819;-0.15437;-0.06765;1.967174299;2.237485378;0.066465;1.700000048;2.900816594;3.374401456;8.009071502;7.395187111;7.366845459;0.089;0.07045;0.26383;-0.69662;0.05127;-0.23696;39.57262996;-4.080694111;83.45636208;94.00632297;0.773;86.47723274;-0.15993;-0.07206;1.905193811;2.188630468;3.009010205;7.978652663;7.383524752;0.04415;0.434435;-1.0166;-11.98417594;OMe;segphos
118;-0.19385;-0.06041;1.344825;113.9066289;0.83515;60.63009877;-0.14753;-0.0675;-0.15638;2.057269541;3.892155883;8.420174209;9.708531051;0.109175;132.3682029;95.06875648;0.744;87.14547469;-0.16325;-0.07375;1.959742905;2.222371841;0.06485;1.700000048;5.061210071;3.284516636;8.383281804;7.367367819;8.315064005;0.0818;0.07856;0.247355;-0.71472;0.04144;-0.26107;39.38249459;-1.357302993;83.7027711;96.54302931;0.82945;95.66919631;-0.17176;-0.0738;1.916182755;2.18087148;4.748704516;7.946594271;8.011418118;0.0275;0.45785;-1.10671;-15.08783779;OPh;segphos
119;-0.18643;-0.04916;1.315645;117.6256738;0.8308;62.16967924;-0.13107;-0.05164;-0.26915;2.076205198;3.925398735;8.195798505;7.711777846;0.167885;131.7503823;96.49263913;0.7203;78.76151246;-0.15272;-0.06172;1.974137357;2.251902287;0.066615;1.700000048;4.117703974;3.316099923;7.874668786;7.413674185;7.720067227;0.0825;0.07262;0.29712;-0.73679;0.03942;-0.23323;41.90696521;0.666415061;82.68587933;94.66859381;0.75015;92.43252766;-0.15419;-0.06264;1.906582761;2.222540745;4.217574867;7.956205063;7.612662928;0.0286;0.45789;-1.00721;-12.06261462;OiPr;segphos
120;-0.19583;-0.07881;0.866005;116.3980142;0.784;70.2360508;-0.13774;-0.07536;0.01611;2.071975482;4.152225668;8.460186765;7.830502521;0.055125;131.2324104;97.46685135;0.6599;85.3828917;-0.15697;-0.08315;1.96988979;2.264305798;0.05369;1.700000048;4.60520269;3.289830703;8.577278282;7.348576228;8.135739321;0.0374;0.07145;0.15739;-0.48553;0.06632;-0.24621;39.71507461;-2.071408774;81.40298089;95.22162414;0.6916;97.01960049;-0.15787;-0.08388;1.903624101;2.261217904;4.713841694;8.470431795;8.051691463;0.0034;0.285635;-0.80254;-13.70857197;C6F5;segphos
121;-0.17877;0.01549;1.141445;100.4963928;0.7185;62.49624848;-0.10567;-0.02051;-0.24002;2.09885149;4.092568413;7.480154714;7.352138947;0.15938;136.8546915;86.29019621;0.69755;83.18530066;-0.13976;-0.02734;1.977683688;2.270767168;0.07938;1.700000048;4.169617565;3.258582867;7.708753675;7.419623023;7.438184168;0.0822;0.05439;0.29891;-0.71701;0.01691;-0.24807;51.61390926;8.272457396;83.04280735;87.06271289;0.75175;92.18001419;-0.14676;-0.03004;1.907740262;2.240778061;4.251240393;7.681241798;7.626440394;0.0274;0.47228;-0.97453;-0.254768847;NEt2;dppe
122;-0.19623;-0.05553;0.785185;100.1767412;0.79105;63.42138879;-0.11709;-0.05107;-0.11784;2.10196044;4.553113958;7.842666427;7.586925006;0.12715;135.6309839;86.15183272;0.6619;80.39554187;-0.15031;-0.06345;1.971817917;2.298344554;0.06961;1.700000048;4.420633231;3.243992537;8.015720457;7.414792235;7.714910608;0.0754;0.05358;0.20869;-0.57471;0.03056;-0.21657;46.21356273;3.613199552;86.25890065;86.47829432;0.72305;96.34850488;-0.1534;-0.06319;1.911427937;2.241329437;4.382653907;7.975881018;7.66885345;0.02475;0.393765;-0.95223;-6.396204069;o-Tol;dppe
123;-0.1992;-0.05126;0.780005;100.2045815;0.79145;53.601552;-0.11506;-0.04834;-0.10185;2.101725488;3.713608495;8.892037814;8.048219585;0.12023;136.5991313;86.80162595;0.6768;72.76696241;-0.14617;-0.05901;1.968546335;2.285293546;0.07255;1.700000048;4.453890783;3.259355322;8.998909006;7.411516118;7.728006316;0.0839;0.05589;0.230005;-0.60638;0.03897;-0.22134;47.56333561;-1.799069662;86.9825645;86.75514018;0.734;90.64099053;-0.14997;-0.05579;1.897835518;2.220009937;4.798010305;9.005111742;7.720988271;0.0335;0.410955;-0.90929;1.715610902;p-Tol;dppe
